nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,forehead_x,forehead_y,forehead_z,chin_x,chin_y,chin_z,left_cheek_x,left_cheek_y,left_cheek_z,screen_height,right_cheek_x,right_cheek_y,right_cheek_z,center_x,center_y,center_z,nose_to_left_eye3,nose_to_right_eye3,nose_to_image_edge,nose_to_image_top,nose_to_image_bottom,left_eye_to_right_eye3,left_eye_to_image_edge,left_eye_to_image_top,left_eye_to_image_bottom,right_eye_to_image_edge,right_eye_to_image_top,right_eye_to_image_bottom,center_to_nose3,center_to_left_eye3,center_to_right_eye3,center_to_image_edge,center_to_image_top,center_to_image_bottom,nose_to_left_eye2,nose_to_right_eye2,left_eye_to_right_eye2,left_eye_to_center2,right_eye_to_center2,nose_to_center2,nose_to_left_eye3_times_right_eye,left_eye_to_right_eye3_times_nose_to_center2,left_eye_to_right_eye_ratio,nose_to_center_ratio,forehead_chin_y_diff,left_right_eye_y_diff,nose_center_screen_dist,left_eye_center_screen_dist,head_pitch,head_yaw,head_roll,left_eye_horizontal_gaze,left_eye_vertical_gaze,right_eye_horizontal_gaze,right_eye_vertical_gaze,target
360.6685256958008,247.05448150634768,-0.0437249206006526,385.2597427368164,215.9417724609375,0.0070112152025103,333.43746185302734,212.80468940734863,-0.0014521375996991,363.3811950683594,175.07882595062256,-0.0171181987971067,353.8332748413086,303.1575965881348,0.0141017446294426,300.4243850708008,223.84400367736816,0.0708762258291244,1080,409.1094970703125,230.1931571960449,0.0887838006019592,358.01629747663225,229.72493239811487,0.0169253898950825,39.65767509396082,43.75592398546786,1559.3314743041992,247.05448150634768,832.9455184936523,51.91714704904136,385.2597427368164,215.9417724609375,864.0582275390625,1586.5625381469729,212.80468940734863,867.1953105926514,17.531436486533803,30.53163778426113,29.8398076604438,1561.9837025233678,229.72493239811487,850.2750676018851,39.65764263925283,43.75590356550598,51.91714635920818,30.53163617460522,29.83980200133311,17.53133157581607,1735.2582168517315,910.1767193871449,1.3091320616933195,0.3376789595635183,-128.07877063751226,3.137083053588867,17.531331575816097,30.53163617460522,-3.1401595843202754,-0.00025006617620425996,-2.242525394282705,1.5687331485581733,-1.569165607632646,-1.5692439545009655,-1.5695620780901727,"(688, 72)"
369.9638748168945,262.76716232299805,-0.0425921529531478,393.3321380615234,228.58178615570068,0.005837129894644,341.40682220458984,226.55510902404785,-0.0085859932005405,369.8614501953125,187.9489803314209,-0.0276253595948219,361.5470123291016,315.3867244720459,0.0234207306057214,304.1227722167969,234.4686269760132,0.0608264431357383,1080,410.6800842285156,238.5098648071289,0.0908969268202781,364.4163077218192,242.0311791556222,0.0145968178154102,41.409153772630205,46.117450216234296,1550.0361251831057,262.76716232299805,817.232837677002,51.96485403678879,393.3321380615234,228.58178615570068,851.4182138442993,1578.5931777954102,226.55510902404785,853.4448909759521,21.46531549198462,31.890617633295086,27.72987031934554,1555.583692278181,242.0311791556222,837.9688208443778,41.409125452850326,46.11743767847416,51.96485203518128,31.890616430243224,27.729860628661555,21.46523930898645,1909.684587605664,1115.438027556222,1.254911939833363,0.41307217303195526,-127.437744140625,2.026677131652832,21.46523930898644,31.890616430243174,-3.1403977424753236,-0.000324404587305687,-2.2385511631118016,1.5687238915006516,-1.5693796610775872,-1.5696055125977781,-1.5698572430739202,"(114, 566)"
363.4657287597656,261.0158157348633,-0.0430081039667129,387.4534225463867,225.7300901412964,0.0055970405228435,335.31394958496094,223.9749383926392,-0.0073530594818294,363.9344024658203,185.26227951049805,-0.0268332231789827,356.04480743408203,313.0672073364258,0.0219883751124143,299.56104278564453,232.6191759109497,0.0629098340868949,1080,406.83555603027344,236.46985530853271,0.0901389420032501,358.94412994384766,239.73419461931505,0.0147771150139825,42.66725027846618,46.524730372897984,1556.5342712402344,261.0158157348633,818.9841842651367,52.16900771589541,387.4534225463867,225.7300901412964,854.2699098587036,1584.686050415039,223.9749383926392,856.0250616073608,21.75673671048563,31.763104243795468,28.403170075823592,1561.0558700561523,239.73419461931505,840.2658053806849,42.66722259375693,46.52471671046111,52.169006108570485,31.76310291719702,28.40316145452012,21.756659972474186,1985.0823149585954,1135.0233619761186,1.222694107271394,0.41704177929815867,-127.80492782592773,1.7551517486571981,21.756659972474157,31.763102917197035,-3.1404110686021705,-0.0002881492690677097,-2.2206789671835767,1.5687700762348111,-1.569418854377076,-1.5695297984806893,-1.5698337406999956,"(269, 418)"
352.5885772705078,266.1962413787842,-0.0431464239954948,378.3475112915039,229.70516681671145,0.0002431529137538,325.5623245239258,228.6399221420288,-0.0048273047432303,353.97613525390625,189.904260635376,-0.0304145887494087,348.7763214111328,317.51901626586914,0.0257703457027673,294.5940017700196,236.75256729125977,0.0711760967969894,1080,404.9544143676758,239.0336036682129,0.0818599686026573,351.25704084123885,243.9643968854632,0.0143801780754334,44.6668007277012,46.26982732289061,1567.4114227294922,266.1962413787842,813.8037586212158,52.7959346352973,378.3475112915039,229.70516681671145,850.2948331832886,1594.4376754760742,228.6399221420288,851.3600778579712,22.271758083896827,30.6140397730479,29.917525661671093,1568.742959158761,243.9643968854632,836.0356031145368,44.6667796532589,46.26981145558316,52.79593439181699,30.61403650893293,29.91751949593001,22.271683789908607,2066.7251567366993,1175.8543615900253,1.1819947243861453,0.4218445932496609,-127.61475563049314,1.0652446746826456,22.27168378990858,30.61403650893293,-3.140487163327835,-0.00011836790369979706,-2.1945686203555246,1.5691118806979965,-1.569607281062989,-1.569378479713614,-1.569776016318954,"(880, 491)"
350.1112747192383,265.4070568084717,-0.0430185496807098,376.2613296508789,229.2711067199707,-0.0008549284539185,323.3998489379883,228.55123043060303,-0.0043590948916971,351.67694091796875,189.85233306884768,-0.0311333071440458,346.81495666503906,316.81640625,0.0268508326262235,293.1184768676758,236.36472702026367,0.0726797729730606,1080,403.5870742797852,238.70912075042725,0.0801548287272453,349.2814145769392,243.56742586408345,0.0143313648794511,44.6053140275619,45.51761966333774,1569.8887252807615,265.4070568084717,814.5929431915283,52.86638229830451,376.2613296508789,229.2711067199707,850.7288932800293,1596.6001510620115,228.55123043060303,851.448769569397,21.855466974090444,30.533600984666517,29.922264529161037,1570.7185854230609,243.56742586408345,836.4325741359166,44.605294099764166,45.51760324602808,52.866382182170376,30.5335972081136,29.922258691813397,21.85539172933896,2030.3277188703064,1155.415494442436,1.185203413512657,0.4134080420320244,-126.96407318115232,0.7198762893676758,21.855391729338933,30.533597208113616,-3.1404847380172076,-8.137733199654715e-05,-2.197943578417848,1.5691839560064276,-1.5696295219374292,-1.569349027496364,-1.569747389777068,"(918, 564)"
347.6041030883789,267.94426918029785,-0.0431363843381404,374.3476486206055,231.3486385345459,-0.0019132301677018,320.91835021972656,230.59065341949463,-0.004306508693844,349.1400146484375,191.70023918151853,-0.032652661204338,345.2963638305664,319.006290435791,0.0284489765763282,292.0524978637696,238.03075790405276,0.0741701275110244,1080,402.6002883911133,239.8463487625122,0.0791428834199905,347.4227523803711,245.4953139168876,0.0142504575861884,45.32614156690391,45.90668278509956,1572.395896911621,267.94426918029785,812.0557308197021,53.4346748354716,374.3476486206055,231.3486385345459,848.6513614654541,1599.0816497802734,230.59065341949463,849.4093465805054,22.44976110669148,30.415106825154187,30.40777174994448,1572.577247619629,245.4953139168876,834.5046860831125,45.32612282111249,45.90666636309496,53.43467478187549,30.41510253016976,30.40776608755934,22.44968775947432,2080.772802784373,1199.591765585377,1.1788928243025234,0.42013324919194656,-127.30605125427249,0.7579851150512695,22.449687759474294,30.415102530169825,-3.1405101608506887,-6.015033772463797e-05,-2.19112732947644,1.5692549035953354,-1.5696698771065825,-1.5693412489325178,-1.5697568059649352,"(925, 649)"
344.5453643798828,266.0460090637207,-0.043334987014532,370.8551788330078,229.64733123779297,-0.0021698893979191,317.67051696777344,229.23279762268064,-0.003133479738608,345.93482971191406,190.10265827178955,-0.0316875576972961,342.8599166870117,317.8314971923828,0.0272109247744083,289.7854804992676,237.29877948760983,0.0761592537164688,1080,401.0566711425781,238.5369873046875,0.0781903117895126,344.6725654602051,244.0994371686663,0.0144620823474334,44.91182225871948,45.57928889515577,1575.4546356201172,266.0460090637207,813.9539909362793,53.18627733509725,370.8551788330078,229.64733123779297,850.352668762207,1602.3294830322266,229.23279762268064,850.7672023773193,21.94701662096363,29.90640208198467,30.82414481833517,1575.327434539795,244.0994371686663,835.9005628313337,44.91180339324562,45.57927116603428,53.18627732636844,29.906397457180507,30.8241397962359,21.94694051706586,2047.0489215380626,1167.2760649975473,1.1842375307404946,0.4126428374063859,-127.72883892059326,0.4145336151123331,21.94694051706586,29.906397457180507,-3.140481062223909,-2.678181241740249e-05,-2.201395402824452,1.5692316991120063,-1.5696653769218607,-1.5693004493793403,-1.569704287015658,"(1139, 410)"
318.948917388916,264.38804626464844,-0.0444332621991634,350.25474548339844,229.98613357543945,-0.0095741441473364,297.8049087524414,229.16500568389893,0.0063987700268626,323.7315368652344,188.7282657623291,-0.0301560685038566,324.0319061279297,319.50130462646484,0.0253499504178762,279.0160369873047,237.9380178451538,0.0954142063856124,1080,392.29591369628906,240.3391170501709,0.0622217431664466,326.58342361450195,244.29227011544364,0.0150315993066344,46.51395150398808,41.08204319246963,1601.051082611084,264.38804626464844,815.6119537353516,52.4562663487624,350.25474548339844,229.98613357543945,850.0138664245605,1622.1950912475586,229.16500568389893,850.8349943161011,21.49719610593932,27.65859047682565,32.51210730440983,1593.416576385498,244.29227011544364,835.7077298845563,46.5139384416891,41.082011744465966,52.45626391688904,27.65857953189462,32.51210615828691,21.497113860875807,1910.888164739276,1127.6583304157732,1.1277531444889901,0.409810138217769,-130.77303886413574,0.8211278915405273,21.497113860875807,27.65857953189462,-3.140320360525448,0.00028461834648344837,-2.111428400759653,1.5696828247485843,-1.5697830370270822,-1.5683922446187049,-1.5693531806014074,"(1875, 385)"
317.0807456970215,267.0175552368164,-0.0443423092365264,349.6819305419922,233.14528942108157,-0.0112940827384591,296.9499969482422,232.27064609527588,0.0056719202548265,321.63074493408203,191.52950763702395,-0.0333378501236438,322.89085388183594,321.67179107666016,0.0285279303789138,278.79642486572266,240.19615173339844,0.0957836806774139,1080,390.6259536743164,242.11174964904785,0.0607583299279212,325.37952150617326,246.84895583561487,0.014538231305778,47.01243172792727,40.15715679054113,1602.9192543029783,267.0175552368164,812.9824447631836,52.739189502004045,349.6819305419922,233.14528942108157,846.8547105789185,1623.0500030517578,232.27064609527588,847.7293539047241,21.809299591109387,27.899788985824085,31.949414080492,1594.6204784938268,246.84895583561487,833.1510441643851,47.01242011200602,40.15712564510752,52.73918677305364,27.899777026798297,31.949412850242943,21.809220108401615,1887.885592002986,1150.20059218791,1.1218134511544602,0.41352960064501704,-130.1422834396362,0.8746433258056925,21.809220108401618,27.899777026798287,-3.1403275120252414,0.00030075592769057604,-2.095896336969878,1.5697826147063647,-1.5698206549520015,-1.568311862495524,-1.5693569413592805,"(1690, 876)"
322.3151016235352,266.20147705078125,-0.0442794822156429,355.39344787597656,230.8705902099609,-0.0087935496121644,302.25385665893555,229.51875686645508,0.0043568867258727,326.93267822265625,189.3314552307129,-0.0314840860664844,325.89012145996094,321.4072608947754,0.0267602782696485,279.2782783508301,238.21443557739255,0.0922652781009674,1080,394.2303085327149,241.215934753418,0.0647112503647804,329.47054181780135,245.2514157976423,0.014790939366711,48.39886171189016,41.81002122873926,1597.6848983764648,266.20147705078125,813.7985229492188,53.15678490124109,355.39344787597656,230.8705902099609,849.1294097900391,1617.7461433410645,229.51875686645508,850.4812431335449,22.138402837573903,29.64465819186331,31.436676302550584,1590.5294581821986,245.2514157976423,834.7485842023577,48.39884870278687,41.80999294010039,53.1567832746004,29.64464881027077,31.436674570983023,22.138324030603453,2023.5574356209434,1176.8021285687644,1.0983062832058137,0.4164721381666029,-132.0758056640625,1.351833343505831,22.138324030603435,29.644648810270784,-3.140385329032188,0.00021675600268448468,-2.0712451637407154,1.5697235428437437,-1.5697919387411612,-1.5683719371950549,-1.5694704616410167,"(1115, 139)"
